가구번호,지역코드,만족도,지출비용,숙박시설_숙박하지않음,숙박시설_호텔,숙박시설_펜션,숙박시설_민박,여행지선택이유1,여행지선택이유2,여행지선택이유3,활동_자연풍경,활동_음식관광,활동_야외스포츠,활동_휴식휴양,활동_성지순례,활동_갬블링
A27256,934,2,115183.6416,,2,,,4,9,5,,2,,,,
A27257,935,3,156131.3939,,2,,,12,10,3,,2,,,,
A27258,931,3,178861.5837,,,3,,1,,,,,,,,
A27259,934,3,72240.43154,1,,,,1,2,3,,2,,,,
A27260,931,3,150176.4401,,2,,,1,3,5,,,,,,
A27261,934,3,78201.0469,1,,,,13,7,14,,,3,,,
A27262,932,3,112601.9359,,2,,,2,13,,,,,4,,
A27263,933,3,120912.127,,2,,,15,1,5,,,3,,,
A27264,934,3,118240.569,,2,,,2,10,8,,,,,,
A27265,934,3,156115.2552,1,,,,9,2,4,,,3,4,,
A27266,931,3,149812.5258,,2,,,3,14,5,1,,,,,
A27267,931,3,98416.69102,,,,4,9,12,5,1,,3,,,
A27268,931,3,102542.0182,,2,,,1,12,5,1,,,,,
A27269,931,3,155697.7908,,,,4,13,4,5,,,,,5,6
A27270,931,3,136444.699,,2,,,15,14,7,,2,,,,
A27271,932,1,68716.16027,,2,,,5,13,2,,,,,,
A27272,934,4,210424.3142,1,,,,4,2,3,,,,,,
A27273,934,1,41327.20944,,2,,,1,4,,,,,,5,
A27274,931,3,110412.4333,,2,,,11,3,1,1,2,,,,
A27275,934,3,183633.9032,1,,,,11,2,4,1,2,,4,,
A27276,931,4,297795.0553,,2,,,5,1,3,,,,,,
A27277,931,4,207476.8771,1,,,,1,5,8,,,,,,
A27278,933,3,123732.3628,,,3,,5,2,,1,2,,,,
A27279,935,1,56967.22919,1,,,,4,3,6,,,,,,
A27280,931,2,49171.64348,,2,,,1,5,15,,2,3,,,
A27281,936,3,102057.6012,,2,,,3,2,15,,,,4,,
A27282,936,3,145546.3398,,2,,,1,11,3,,,,,5,
A27283,931,3,125350.2774,,2,,,9,3,8,,,,,,
A27284,931,3,170702.6568,1,,,,12,8,3,,,,,,
A27285,935,3,92728.75793,,2,,,2,8,14,1,,3,4,,6
A27286,933,2,75591.25348,,,,4,2,,,,,,,,
A27287,932,3,135667.0259,,2,,,11,5,3,,2,,4,,
A27288,931,3,143879.3666,,2,,,3,4,,1,2,,4,,
A27289,931,3,149947.85,1,,,,1,12,3,1,,,,,
A27290,931,3,190343.7182,,,,4,2,3,,,,,,,
A27291,934,4,249013.1939,,2,,,3,,,,,,,,
A27292,931,3,234685.5973,,2,,,15,8,3,,,,,,
A27293,933,1,62596.16824,,2,,,2,5,13,,,,,,
A27294,933,3,99126.41909,,,3,,1,3,2,,,,,,
A27295,934,3,70491.64599,1,,,,13,1,12,,,,4,,
A27296,931,2,74463.41123,,2,,,9,3,4,1,,,,,
A27297,933,3,76654.21288,,,,4,11,2,5,,,,,5,
A27298,931,4,201560.1306,,2,,,6,13,5,,,,,,
A27299,931,3,214358.6749,1,,,,1,7,5,1,,,,,
A27300,931,4,166867.8465,,2,,,9,11,15,,,,,,
A27301,933,3,64662.06335,,,3,,1,2,6,,,,,,
A27302,931,2,51109.00804,,2,,,3,8,,,2,,,,
A27303,932,3,125187.8911,,2,,,5,8,4,,2,,,5,
A27304,934,3,53911.20937,1,,,,2,1,4,1,,,,,6
A27305,931,3,142523.9323,,,3,,9,2,12,,,,4,,
A27306,934,4,181175.9124,1,,,,9,7,15,,,3,,,
A27307,931,2,88670.128,,2,,,1,6,5,1,,,4,,
A27308,932,3,164386.5906,,2,,,7,1,4,,,,,,
A27309,932,3,149038.4228,,2,,,15,,,1,,,,,
A27310,933,4,158853.8087,,,,4,1,6,13,,,,,,
A27311,931,3,52120.28389,1,,,,9,15,13,1,,,,,
A27312,936,1,53500.98543,,2,,,8,3,2,,,,4,,
A27313,931,3,128615.2552,1,,,,11,8,5,,,,,,
A27314,934,2,52679.81989,,,3,,7,1,8,1,,,,,
A27315,932,3,56544.7421,,2,,,3,1,12,,2,3,,,
A27316,931,4,174931.8843,,2,,,4,2,5,,,,,,
A27317,931,2,106945.0454,1,,,,2,4,8,,,,,,
A27318,932,4,201827.7353,1,,,,9,2,5,1,,,,5,
A27319,934,3,42757.39252,,2,,,7,4,,,,3,,,
A27320,934,3,103745.3484,,2,,,15,,,,,,,,
A27321,934,3,141333.2422,1,,,,9,12,13,,2,,,,
A27322,932,1,56256.79083,1,,,,2,,,,,,4,5,
A27323,933,3,211839.1283,,,3,,1,4,7,1,,,,,
A27324,934,1,84298.86825,,,3,,9,8,7,,2,,4,,
A27325,936,3,162310.518,,2,,,13,7,5,,,,,,
A27326,931,3,136556.4091,1,,,,11,7,,,,,,,
A27327,934,3,124644.7605,,,3,,15,14,3,1,,,,,
A27328,934,3,178514.0239,,2,,,1,,,,2,,,,
A27329,931,2,55532.45709,1,,,,13,2,6,1,,,,,
A27330,932,3,121169.933,,,3,,3,5,7,,,,,,
A27331,931,3,181907.8826,,2,,,12,4,5,,,,,,
A27332,932,1,137715.1867,,2,,,1,14,,,,3,,,
A27333,931,3,169733.3319,,,3,,9,8,13,,,,,,
A27334,931,3,141258.6012,,2,,,2,,,1,,,,,
A27335,931,4,84379.40239,1,,,,5,4,14,,,,4,,
A27336,931,1,64478.03594,,2,,,9,2,3,,,,4,,
A27337,933,3,151404.4629,,,3,,3,,,1,2,,4,,
A27338,936,1,67703.28675,,,3,,2,,,,,,,,
A27339,931,5,219947.0339,1,,,,1,6,12,,,3,,,
A27340,932,3,155525.4829,,2,,,1,2,4,,,3,,,
A27341,931,5,280889.1148,,2,,,9,5,6,,,3,,,
A27342,931,4,93382.09233,1,,,,4,1,14,,2,,,,
A27343,933,4,128503.2856,,2,,,1,10,13,,2,,,,
A27344,935,3,135290.3953,,2,,,1,2,5,,,,,,
A27345,934,3,147057.5776,1,,,,1,12,5,,,,,,
A27346,933,4,197262.196,,,3,,1,6,13,,,,,,
A27347,933,3,85359.15626,,2,,,13,6,15,,,,,5,
A27348,932,4,192650.4529,1,,,,1,13,5,1,,3,,,
A27349,931,5,221154.4165,,2,,,12,6,5,1,,,4,,
A27350,935,4,158416.2184,,2,,,15,3,,,,3,,,
A27351,931,4,235307.0679,,2,,,3,14,,,2,,,,
A27352,931,3,121476.5882,,2,,,9,2,3,,2,,4,,
A27353,934,3,167855.1816,,2,,,12,7,11,,,3,4,,
A27354,931,3,115158.4773,1,,,,2,12,13,,,,,,
A27355,931,3,143689.8605,1,,,,2,3,5,1,,,,,
A27356,935,3,117012.1812,,,,4,13,2,6,,2,,4,,
A27357,935,3,91401.9719,,,3,,1,10,8,,,,,,
A27358,936,3,47751.35235,1,,,,5,4,3,,,,,,
A27359,934,4,147764.5831,1,,,,3,13,8,,,,4,5,
A27360,932,2,130544.3343,,,3,,2,1,13,,,,,,
A27361,931,1,53541.14297,1,,,,3,13,5,1,,,,,
A27362,931,3,155047.1046,,2,,,2,,,,2,3,4,,6
A27363,931,3,131941.047,,2,,,5,4,3,,,,4,,
A27364,931,5,190830.1437,1,,,,2,,,1,,,,,
A27365,932,2,95056.36538,1,,,,11,2,6,,,3,,5,
A27366,931,3,53900.41979,,,3,,1,,,1,,,,,
A27367,932,3,122950.7491,,,3,,12,2,,,,3,,,
A27368,931,1,106465.6975,,2,,,9,2,5,,2,,,,
A27369,931,3,71096.9307,,2,,,5,2,8,,,,,,
A27370,931,3,118764.0908,1,,,,12,2,13,,,,,,
A27371,934,3,154636.4472,,2,,,1,12,3,,,3,4,5,
A27372,931,2,50505.90695,,2,,,12,2,13,,,,,5,
A27373,934,4,169777.0399,,2,,,12,7,13,1,,3,4,,
A27374,935,3,134487.1177,,2,,,11,1,5,,,,,,
A27375,933,3,117294.4421,,,3,,12,1,3,,,,,,
A27376,931,3,169380.7515,,2,,,13,6,7,,,,,,6
A27377,931,2,86345.94935,,2,,,3,,,,,,,,
A27378,935,1,63717.00876,1,,,,3,9,7,,,,,,6
A27379,936,4,203162.6658,,,,4,1,15,13,,,,,,
A27380,935,3,95967.90597,,,3,,12,10,,,2,,,5,
A27381,931,2,76754.02695,,,,4,2,3,,,2,,4,,
A27382,934,4,193131.792,,2,,,13,,,,,,,,
A27383,932,3,146104.5469,,2,,,15,9,1,,2,,,,
A27384,934,3,137599.9979,,,3,,1,15,12,,,3,,,
A27385,932,3,154616.5179,,,3,,3,9,5,,,3,4,,
A27386,932,2,79396.06036,1,,,,3,,,,,,,,6
A27387,931,3,99476.96013,,,,4,1,7,14,1,,3,4,,
A27388,931,3,73155.93081,,2,,,12,6,2,1,,3,,,
A27389,931,4,130582.1845,,2,,,4,3,5,,,,4,,
A27390,934,3,116082.1471,1,,,,3,,,1,,3,,,
A27391,931,3,115997.5161,,,3,,1,2,5,,,,,,
A27392,935,1,96691.29281,1,,,,9,3,,,2,,,,
A27393,934,2,82727.68027,,2,,,9,8,3,,,,,,
A27394,932,4,163274.6349,,2,,,4,12,13,,,,,,
A27395,931,3,101573.0627,1,,,,13,15,7,,,,,,
A27396,933,3,93882.27961,1,,,,4,3,8,,,,,,6
A27397,932,3,103271.4651,1,,,,9,2,10,,2,,,,
A27398,931,4,225342.7319,1,,,,2,1,8,,,3,4,,
A27399,931,3,165071.7564,,2,,,5,1,12,1,,,,,
A27400,934,1,81053.84023,1,,,,3,8,5,1,,,,,
A27401,931,3,88975.83488,1,,,,4,,,,,,,,
A27402,934,2,90224.31619,1,,,,13,1,2,,2,,,,
A27403,931,3,125996.5501,,,3,,4,2,15,,,3,4,,
A27404,935,3,174556.4852,,2,,,9,14,12,1,,3,4,5,6
A27405,931,3,126061.7858,,,3,,5,8,,,,,,,
A27406,931,4,191058.3975,,,3,,1,,,,,,,,
A27407,933,4,206624.7017,,,3,,2,,,1,,,4,,
A27408,934,4,185396.1956,1,,,,9,13,11,,,,4,,
A27409,931,4,136935.0621,,2,,,1,13,5,,,,,,
A27410,935,4,248383.741,,2,,,12,5,10,1,,,,,
A27411,936,2,55369.00383,1,,,,5,6,8,,,,,,
A27412,931,3,137119.2764,,,,4,9,13,5,,,,4,,
A27413,931,3,96407.83775,,2,,,2,1,13,,,,,,
A27414,932,3,61834.63014,1,,,,5,,,1,,,,,
A27415,931,1,51624.41253,,2,,,12,4,11,1,,,4,,
A27416,935,2,127584.1161,,2,,,12,4,7,,,,,,
A27417,931,4,158815.0799,,2,,,14,3,11,,2,,,,6
A27418,933,1,97170.0158,1,,,,11,8,,,,,,,
A27419,934,3,135798.0189,1,,,,5,15,10,,,3,,,
A27420,935,5,198587.6299,,,3,,9,13,10,,,,,,
A27421,931,4,212526.6538,1,,,,1,4,5,,,3,,,
A27422,933,1,64875.40446,,2,,,12,2,4,1,,,,,
A27423,931,3,122440.1405,,,3,,9,1,5,,2,3,,,
A27424,931,1,72867.63789,,,3,,2,,,1,,,,,
A27425,931,4,142746.4915,,,3,,1,,,,,,,5,6
A27426,935,3,173930.6252,,,3,,12,14,7,,,,4,,
A27427,931,5,234500.0647,,2,,,12,1,,,2,,,,
A27428,931,5,165104.7136,,,,4,3,4,5,,,,,5,
A27429,935,2,57010.66168,,2,,,8,,,,2,,,,
A27430,932,5,212889.7677,,,3,,12,1,2,,,,,,
A27431,931,3,88849.53953,,2,,,13,8,7,1,2,,,,
A27432,936,3,119172.044,1,,,,1,13,5,,,,,,
A27433,931,3,164348.3221,,2,,,3,,,,,,,,
A27434,931,4,84637.61645,1,,,,12,1,15,,,,,5,
A27435,934,3,149138.52,,,3,,2,3,10,,2,,,,
A27436,934,5,297639.3362,,2,,,9,8,7,,,,,,
A27437,935,3,80990.64934,,2,,,1,13,10,,,,,,
A27438,934,5,267507.862,,2,,,12,4,13,,,,,,6
A27439,931,1,42321.43766,1,,,,7,3,5,,,,,,
A27440,931,4,230914.2101,,,,4,4,9,5,,,3,,,
A27441,931,3,123116.0313,,,,4,9,,,1,,,4,,
A27442,932,3,178519.3993,,2,,,1,15,13,,,,4,5,
A27443,934,3,65988.7635,,,,4,12,11,2,1,2,,,,
A27444,933,4,169034.3441,,2,,,9,13,8,,,,,,
A27445,932,2,84355.61061,1,,,,1,13,2,,,,,,
A27446,933,1,89445.13418,,,3,,14,4,6,,,,,5,
A27447,931,3,155736.9885,1,,,,4,5,3,,,,,,
A27448,932,5,191938.4908,,2,,,9,12,14,,,3,,,
A27449,934,4,227861.428,,,3,,9,2,3,1,,,,,
A27450,933,3,100757.4405,1,,,,9,13,6,,2,,,,
A27451,932,3,74646.10788,,2,,,1,2,3,,,,,5,
A27452,935,3,107430.2632,1,,,,1,13,5,,,3,4,,
A27453,934,3,83134.9223,,,3,,1,7,5,,,,,,
A27454,933,3,140818.2039,,,3,,11,13,3,,2,,4,5,
A27455,934,2,45252.499,,2,,,1,8,15,,,3,,,
A27456,933,3,145241.7866,,2,,,7,1,12,,,,,5,
A27457,933,4,227192.2014,,2,,,5,9,,,,,4,,
A27458,934,3,185660.2385,,,3,,11,3,5,1,2,,,,
A27459,932,4,179935.7611,,,3,,11,6,5,,,,,,
A27460,934,4,226047.7873,,2,,,3,11,7,,2,,4,,
A27461,931,4,280992.6975,1,,,,5,1,7,,,,,,
A27462,932,4,193688.7526,,2,,,1,4,13,,,,,,
A27463,933,4,139068.8817,1,,,,9,13,8,,2,3,,,
A27464,934,4,244100.5934,,,3,,1,2,13,1,,,,,
A27465,931,3,151834.0965,,2,,,2,,,,,,,,
A27466,934,4,184122.2685,,,,4,2,14,5,,,3,,,
A27467,933,4,249202.5041,,2,,,13,9,5,1,,,,,
A27468,935,4,122912.2002,,2,,,5,7,12,1,,,,,
A27469,931,5,186435.8289,,2,,,12,2,,,,,,,
A27470,931,1,63586.73616,1,,,,1,2,10,,,,4,,
A27471,935,4,192103.622,1,,,,9,5,12,,,,,,
A27472,934,4,194666.5009,,,3,,4,11,3,1,,,,,
A27473,934,5,287170.995,,,,4,1,4,3,,,,,,
A27474,931,3,173253.546,1,,,,14,3,8,,,,,,
A27475,931,3,161122.9297,,,3,,6,,,,,,,5,
A27476,931,3,166907.4021,1,,,,1,2,4,1,,3,,,
A27477,931,3,132799.5901,,2,,,13,3,4,,,,4,,
A27478,932,3,105924.3104,,,,4,2,,,,2,,,5,6
A27479,934,4,139789.6053,,2,,,2,3,13,1,,,,,
A27480,935,4,163416.9521,,2,,,4,5,12,,,3,,,
A27481,931,4,150627.2875,,2,,,5,11,3,,,,,5,
A27482,935,5,233815.8796,,,3,,15,,,,,,4,5,6
A27483,931,2,66283.3289,1,,,,1,11,8,1,,,,,
A27484,931,4,203003.5895,1,,,,1,2,3,,,,,,
A27485,931,3,96760.89373,,,3,,1,2,5,,,,,,
A27486,931,5,272108.8823,1,,,,1,12,5,,,,4,5,
A27487,931,4,166840.569,1,,,,4,2,12,1,2,3,4,,
A27488,934,1,44206.89273,,,3,,13,3,7,1,,,,,
A27489,931,3,54291.05337,,2,,,12,13,7,,,,,,
A27490,931,4,140441.0657,1,,,,2,,,,,,4,,
A27491,931,2,41528.22524,1,,,,12,8,4,,,3,,,
A27492,931,5,182672.9175,,,,4,9,3,5,,,,,,
A27493,932,2,66297.29641,,,3,,5,4,,1,,3,,,
A27494,934,2,67673.70759,,2,,,5,3,12,,,,,,
A27495,932,5,295310.4972,,2,,,5,15,10,,2,,,,
A27496,935,3,179617.5354,,2,,,12,2,14,,,,,,
A27497,931,4,174010.1069,,2,,,5,,,1,,,,,
A27498,931,3,100360.7237,1,,,,1,12,5,1,2,3,,,
A27499,936,3,128356.6176,1,,,,4,1,2,1,,,,,
A27500,931,3,176916.6455,,,3,,6,4,14,,,,,,
A27501,934,2,128834.4511,,2,,,1,11,5,,2,3,,,
A27502,933,4,173900.6577,,2,,,2,1,13,,,3,,,
A27503,931,1,40083.56238,,,,4,5,12,15,,,,,,
A27504,931,4,137009.8168,,2,,,15,14,5,1,2,,,,
A27505,931,3,156856.0544,,,3,,1,5,,,,,,,6
A27506,931,3,152803.833,1,,,,2,,,,,,,,6
A27507,934,3,121810.2082,,,3,,13,1,3,,,3,4,,
A27508,931,1,55420.71218,,2,,,1,3,15,,,3,,5,
A27509,931,5,275765.6225,,2,,,4,7,8,,2,3,,,6
A27510,931,4,127875.0663,1,,,,1,9,5,,2,,,,
A27511,935,3,147769.5171,,,3,,11,2,5,,,,,,
A27512,934,3,124594.2614,,2,,,3,5,,,2,3,,,
A27513,931,3,171951.642,,,3,,1,,,,2,,,,
A27514,934,2,136136.735,,2,,,7,5,,,,,,,
A27515,932,1,71378.05575,,2,,,13,5,7,,,,4,,
A27516,936,4,189966.4315,,2,,,5,1,6,,,,,,
A27517,935,3,146140.3165,1,,,,3,2,7,,2,,,,
A27518,934,4,203790.4019,,2,,,4,2,,,2,,,,
A27519,934,3,137871.7285,,2,,,2,10,4,1,,,,,
A27520,931,3,177867.3069,,2,,,9,5,3,1,,,,,
A27521,932,2,144195.3363,1,,,,3,4,2,1,,,,,
A27522,936,4,216373.9013,,,3,,15,5,8,,,,,,
A27523,936,2,63924.90088,,2,,,5,6,13,1,,3,,,
A27524,931,1,46231.41838,,,3,,2,3,,,,,,,
A27525,935,4,205192.9533,,2,,,1,13,,,2,3,,,
A27526,932,4,175931.0734,1,,,,9,8,5,1,,,4,,
A27527,933,4,122197.1571,,2,,,1,3,14,1,,3,,,
A27528,931,4,190000.4142,,2,,,8,11,,1,,,,,
A27529,932,3,204144.6037,,2,,,6,2,11,1,,,,,
A27530,935,4,286477.7106,,,3,,3,1,,,,,,,
A27531,934,3,120668.2318,,,,4,6,8,7,1,,,,,
A27532,934,2,57639.32944,,2,,,3,1,5,1,,,4,,
A27533,932,1,83589.94828,1,,,,1,15,11,,,,,,
A27534,932,3,103597.7709,1,,,,11,5,2,,,,,,
A27535,934,3,158460.1571,1,,,,2,12,11,1,,,,5,
A27536,934,1,70856.20569,,2,,,9,8,5,,,,,,
A27537,935,5,226683.7712,,,3,,5,12,8,,,3,,5,
A27538,931,3,195165.6239,,2,,,3,8,4,,,,,,
A27539,935,3,51826.55906,,2,,,9,5,6,,2,,,5,
A27540,934,5,215194.3899,1,,,,2,8,3,,,,,,
A27541,931,3,117259.1173,,,3,,3,2,5,,,,,5,
A27542,935,3,132449.6499,,2,,,2,11,5,1,,,,,
A27543,936,1,54518.61782,,2,,,13,2,5,,,,4,5,
A27544,932,3,211402.7026,,2,,,6,8,14,,2,,,,
A27545,932,3,113279.6539,,2,,,11,2,3,,,3,,,
A27546,936,3,154958.4187,,,3,,12,10,,1,,,,,
A27547,934,3,114374.2353,,2,,,1,4,7,,,3,,,6
A27548,935,5,202317.1493,,2,,,7,1,,,2,3,,,
A27549,931,1,94245.26698,,2,,,3,2,11,,,,4,,
A27550,931,2,70357.27445,,2,,,1,,,,2,,,5,
A27551,931,1,53443.07056,,,3,,3,2,,,2,,,,
A27552,935,4,102398.3196,,,,4,7,8,,,,3,,,
A27553,931,1,74669.72104,1,,,,7,10,5,,,,,,
A27554,934,4,208760.5442,,,3,,1,5,2,,,3,,,
A27555,931,2,43173.34286,1,,,,1,2,15,1,,3,4,,
A27556,931,2,73178.32943,,,,4,9,5,14,,,,,,
A27557,931,3,127562.5521,,2,,,9,2,3,,,,4,,
A27558,934,5,268031.9051,1,,,,12,13,3,,,,,,6
A27559,932,4,197954.485,,2,,,1,2,5,,,,,,6
A27560,931,3,125342.0259,,,3,,13,7,5,,2,,,,
A27561,934,4,164103.8805,,2,,,1,2,13,1,,,4,,
A27562,931,3,69954.1971,1,,,,13,14,,,,,,,
A27563,932,3,114591.6544,,2,,,2,14,5,1,,,,,
A27564,931,2,118749.0197,,2,,,13,8,,,,3,,,
A27565,932,3,135758.6655,1,,,,13,,,,,,,,
A27566,934,3,114735.6446,,2,,,1,4,5,,,,,,
A27567,934,3,151905.041,1,,,,2,,,,2,,4,,
A27568,934,4,211117.0501,,2,,,1,2,5,,2,,,,
A27569,931,3,110775.5048,,2,,,3,,,,,,,,
A27570,931,1,85735.2073,,,3,,12,2,4,,,,,,
A27571,934,4,147971.1811,,2,,,5,,,,2,,,5,
A27572,934,2,100518.7786,1,,,,15,5,8,1,,,,,
A27573,935,3,146818.8599,1,,,,8,2,5,,,3,,5,
A27574,931,3,83629.24149,,2,,,2,13,,,,3,4,,
A27575,931,4,206455.1786,1,,,,7,14,5,1,,,,5,
A27576,931,3,138639.4938,,,3,,4,2,12,,2,,,,
A27577,932,4,167078.8519,,,,4,5,11,3,1,,,4,,
A27578,931,3,104875.5177,,,3,,3,8,4,,,,,,
A27579,931,4,172150.6748,,2,,,2,,,1,,3,,,
A27580,931,2,63798.28295,1,,,,9,2,13,,,3,,,
A27581,933,3,65944.69419,,2,,,12,6,4,,,,,,
A27582,934,4,205808.6391,,,3,,1,5,14,,,,4,,
A27583,934,4,201668.974,,2,,,3,7,14,,,3,,,
A27584,935,3,128404.6943,1,,,,1,5,4,,2,3,4,,
A27585,933,4,201676.6325,1,,,,2,13,5,,,,4,,
A27586,934,3,136077.5291,,,3,,2,13,5,1,,3,,,
A27587,933,1,82251.82876,,2,,,3,15,5,,,,,5,
A27588,931,3,157058.5536,1,,,,12,,,,2,,4,,
A27589,936,3,86093.23513,1,,,,13,3,,1,,,,,
A27590,934,3,109123.8601,,,3,,15,12,5,,,,4,,
A27591,935,3,112025.4928,,2,,,15,6,5,,,3,,,
A27592,932,1,58127.48135,,,,4,3,1,5,,,,,,
A27593,932,3,120574.1765,,,3,,7,2,5,,2,3,,,6
A27594,933,3,177522.2869,,,3,,3,13,,,,,,,6
A27595,932,3,185165.8281,1,,,,13,5,,,2,,,,
A27596,932,2,63817.08812,1,,,,8,2,7,,,,4,,
A27597,934,1,45697.08977,,2,,,5,4,13,,,,,,
A27598,931,4,196483.682,1,,,,1,2,12,,,,,,
A27599,931,3,81360.60372,,,,4,1,13,8,,,3,,,
A27600,936,4,138487.853,1,,,,1,8,2,1,,3,4,,
A27601,931,3,129453.7836,1,,,,1,2,11,,,,4,,6
A27602,934,3,160694.752,,,3,,9,13,5,,,,,,
A27603,931,3,84271.62785,,,,4,3,2,5,,,3,,,6
A27604,931,1,40149.36699,,,,4,1,,,,2,,,,
A27605,931,3,67458.50843,,,3,,5,6,,,,,,,
A27606,931,4,200762.3022,,,3,,1,13,5,,,,,,
A27607,931,3,100219.1497,,2,,,1,14,8,,,,,,
A27608,933,3,137313.3446,,2,,,11,2,13,1,,,,,
A27609,934,4,156354.1181,,2,,,2,10,5,,,3,4,,
A27610,934,4,144920.1993,,2,,,1,11,8,,,,4,,
A27611,931,3,179044.1309,1,,,,6,15,12,,,3,4,,
A27612,935,2,46341.69533,,2,,,13,1,12,,,,,,
A27613,931,2,78426.1903,,2,,,13,12,4,,,3,,,
A27614,935,4,147505.993,,,,4,1,12,6,,,,,,
A27615,935,3,76289.84524,,2,,,11,8,10,1,,,,,
A27616,932,4,228761.0832,,2,,,12,,,,,3,4,5,
A27617,932,3,127765.2077,,2,,,2,15,3,,,3,,,
A27618,931,3,109681.3147,1,,,,4,1,5,,,3,,,
A27619,931,3,64619.39872,1,,,,8,1,5,1,,,,,
A27620,934,3,136730.1963,,2,,,2,8,13,1,,,,,
A27621,934,3,152227.213,,2,,,2,,,,,,,,
A27622,931,2,129726.9665,,2,,,12,1,3,,,,,,
A27623,934,3,128385.9968,,2,,,15,,,,2,,4,,
A27624,935,2,127661.9604,,,3,,3,6,8,1,,,,,
A27625,933,3,128205.9547,,2,,,9,6,8,,,,,,
A27626,931,4,199789.0264,1,,,,9,6,3,,,,,,
A27627,933,3,116344.6944,,2,,,2,15,5,,,,,,
A27628,933,5,248243.7109,,2,,,14,8,5,,,,,,
A27629,934,3,65194.20131,,,3,,2,5,,,,,,,
A27630,933,4,153194.2349,1,,,,1,3,7,1,,,,,
A27631,931,3,121767.4702,,,3,,7,8,3,,,3,,,6
A27632,934,5,260683.8434,,,3,,2,8,1,,,,4,,
A27633,934,1,48725.97072,,,3,,3,1,13,,,,,5,
A27634,934,1,52024.82004,,2,,,13,9,7,1,,,4,,
A27635,932,4,180629.4645,,2,,,12,1,7,,,,,5,
A27636,933,4,162233.3804,,2,,,11,3,,,,,,,
A27637,936,3,130158.6546,1,,,,3,1,,,,,,,
A27638,934,4,192479.3102,,,,4,7,3,2,,,3,,5,
A27639,931,2,79181.70233,1,,,,13,2,3,,,,,,
A27640,932,4,150545.8495,1,,,,12,1,3,,,,,,
A27641,935,3,163546.1699,,,,4,3,14,4,1,,,4,,
A27642,931,3,82440.28729,1,,,,2,9,10,,,3,,,
A27643,931,3,136815.1537,1,,,,6,15,12,,,,,,
A27644,931,4,191005.1297,,,,4,6,7,2,1,,,4,,
A27645,934,2,73714.30837,,,,4,1,3,4,1,2,3,,,
A27646,933,2,87743.0941,,2,,,3,11,7,,,3,,,
A27647,931,4,138651.6248,1,,,,2,15,6,,2,,,,
A27648,933,4,256384.2673,1,,,,6,7,14,,,,,5,
A27649,934,3,121861.9303,,2,,,2,13,,,,,,,
A27650,934,3,75873.98237,,2,,,5,4,3,1,,,,,
A27651,931,3,181181.0594,,2,,,5,15,,1,,,,,6
A27652,936,4,174759.83,,,3,,2,5,,,2,,,,
A27653,931,3,133001.6729,1,,,,12,2,4,,,3,,,
A27654,931,4,193907.0208,1,,,,9,3,2,,,3,,,
A27655,935,3,112059.0194,,2,,,7,2,5,,2,,,,
A27656,934,2,123359.2252,,,,4,4,7,5,,,,4,,
A27657,931,2,56515.37215,,2,,,2,4,,,,,,5,6
A27658,931,3,83400.91621,1,,,,15,8,5,,2,,,,
A27659,931,3,143584.2828,1,,,,2,10,5,1,,3,,,
A27660,931,3,116164.8586,1,,,,7,2,5,,2,,,,
A27661,931,2,90005.99866,,2,,,5,3,8,,,,,,
A27662,935,3,128334.6781,1,,,,9,12,8,1,,3,,,
A27663,933,3,97063.87891,,2,,,1,,,,2,,,5,
A27664,933,2,115685.5525,,2,,,3,13,4,1,,,,,
A27665,933,3,150629.2989,,2,,,1,4,7,,2,,,,
A27666,931,3,75886.37306,,,3,,6,,,,2,,,,
A27667,931,2,124236.608,,2,,,12,2,7,,,,,,
A27668,933,2,52237.54961,1,,,,5,9,3,,,,,,
A27669,931,4,243550.9311,1,,,,9,2,8,,,,,,
A27670,931,3,168315.9925,,2,,,1,6,12,,,,,,
A27671,931,3,101659.5689,1,,,,3,2,5,,,,,5,
A27672,933,4,191328.7432,,,3,,4,2,5,,,3,,,
A27673,934,2,53315.95051,,2,,,7,13,2,,2,3,,,
A27674,933,3,192576.5078,1,,,,3,14,,,,,,,
A27675,934,2,95292.59817,,,3,,3,11,15,,,,4,,
A27676,931,4,214211.6916,,2,,,5,1,,,,,,,6
A27677,934,4,127688.6044,,2,,,5,2,13,,2,,,,
A27678,931,3,189355.6191,,,,4,1,2,7,1,,,,,6
A27679,933,1,61553.07943,,2,,,3,8,14,,2,,,,
A27680,934,3,170216.8595,,,3,,1,14,12,,2,3,,,
A27681,934,1,45899.6847,,2,,,11,4,13,,,,4,,
A27682,934,4,152893.6448,,,3,,5,3,6,1,,,,,
A27683,934,3,111055.2281,,,,4,2,4,15,,2,3,4,,
A27684,931,4,91073.52791,1,,,,12,4,5,1,,,,,
A27685,935,2,100869.1565,,,3,,1,13,5,,,3,,,
A27686,931,3,85939.83639,1,,,,1,8,5,,,,,,
A27687,934,3,106694.4537,,,3,,1,2,7,,,,,,
A27688,933,3,97402.51225,,2,,,1,,,,,,4,,
A27689,934,4,183982.4124,1,,,,13,3,6,1,,,,,
A27690,933,3,172635.0834,1,,,,1,8,2,,,,,,
A27691,934,4,121613.651,,2,,,2,12,,,,3,,,
A27692,934,3,73555.36344,1,,,,9,8,13,,2,,,,
A27693,934,3,177942.9672,,2,,,11,8,5,,,,4,,
